,gene_name,chr,orientation,start,end,goi,locus_name,tair_name,object_name,relationship,ontology,go_id,tair_id,Aspect,goslim,evidence_code,evidence_description,evidence_with,reference,annotator,date,set
109,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
110,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
111,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
112,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,post-embryonic development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
113,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
114,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
115,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
116,RGE1,1,F,18424578,18426782,False,AT1G49770,locus:2012146,AT1G49770,acts upstream of or within,seed morphogenesis,GO:0048317,18546,P,multicellular organism development,IGI,double mutant analysis,AGI_LocusCode:AT3G26744,Publication:501783355|PMID:30570804  ,drmacgregor,2019-02-05,2
117,KRS,1,R,18763773,18764297,False,AT1G50650,locus:2008006,AT1G50650,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501776221|PMID:28696222  ,smoussu,2017-09-06,2
118,KRS,1,R,18763773,18764297,False,AT1G50650,locus:2008006,AT1G50650,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501776221|PMID:28696222  ,smoussu,2017-09-06,2
119,KRS,1,R,18763773,18764297,False,AT1G50650,locus:2008006,AT1G50650,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501776221|PMID:28696222  ,smoussu,2017-09-06,2
120,ATHB-15,1,R,19409711,19414678,False,AT1G52150,locus:2034086,AT1G52150,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501714751|PMID:15705957  ,TAIR,2016-08-29,1
121,ATHB-15,1,R,19409711,19414678,False,AT1G52150,locus:2034086,AT1G52150,acts upstream of or within,plant organ morphogenesis,GO:1905392,52613,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501714751|PMID:15705957  ,TAIR,2016-08-29,1
122,NAM,1,R,19688957,19690542,False,AT1G52880,locus:2011516,AT1G52880,involved in,seed morphogenesis,GO:0048317,18546,P,post-embryonic development,IMP,none,,Publication:501728964|PMID:18849494  ,,2021-03-31,2
123,NAM,1,R,19688957,19690542,False,AT1G52880,locus:2011516,AT1G52880,involved in,seed morphogenesis,GO:0048317,18546,P,anatomical structure development,IMP,none,,Publication:501728964|PMID:18849494  ,,2021-03-31,2
124,NAM,1,R,19688957,19690542,False,AT1G52880,locus:2011516,AT1G52880,involved in,seed morphogenesis,GO:0048317,18546,P,multicellular organism development,IMP,none,,Publication:501728964|PMID:18849494  ,,2021-03-31,2
125,GRI,1,R,19794723,19795544,False,AT1G53130,locus:2037037,AT1G53130,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501730060|PMID:19279211  ,TAIR,2009-05-08,2
126,GRI,1,R,19794723,19795544,False,AT1G53130,locus:2037037,AT1G53130,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501730060|PMID:19279211  ,TAIR,2009-05-08,2
127,GRI,1,R,19794723,19795544,False,AT1G53130,locus:2037037,AT1G53130,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501730060|PMID:19279211  ,TAIR,2009-05-08,2
128,AT1G53330,1,F,19896027,19897442,False,AT1G53330,locus:2009620,AT1G53330,acts upstream of or within,fruit development,GO:0010154,13859,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501720151|PMID:17028967  ,TAIR,2009-02-11,1
129,AT1G53330,1,F,19896027,19897442,False,AT1G53330,locus:2009620,AT1G53330,acts upstream of or within,fruit development,GO:0010154,13859,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501720151|PMID:17028967  ,TAIR,2009-02-11,1
130,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,cmakaroff,2012-08-09,2
131,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,cmakaroff,2012-08-09,2
132,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,TAIR,2012-08-09,2
133,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,cmakaroff,2012-08-09,2
134,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,TAIR,2012-08-09,2
135,GLY3,1,R,19991275,19993334,False,AT1G53580,locus:2024922,AT1G53580,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501750455|PMID:22786886  ,TAIR,2012-08-09,2
136,ASIL1,1,F,20180679,20182324,False,AT1G54060,locus:2014445,AT1G54060,acts upstream of or within,seed maturation,GO:0010431,27133,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501741681|PMID:21330492  ,pjenik,2011-02-22,2
137,ASIL1,1,F,20180679,20182324,False,AT1G54060,locus:2014445,AT1G54060,acts upstream of or within,seed maturation,GO:0010431,27133,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501741681|PMID:21330492  ,pjenik,2011-02-22,2
138,ASIL1,1,F,20180679,20182324,False,AT1G54060,locus:2014445,AT1G54060,acts upstream of or within,seed maturation,GO:0010431,27133,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501741681|PMID:21330492  ,pjenik,2011-02-22,2
139,NF-YA5,1,R,20217336,20219452,False,AT1G54160,locus:2014375,AT1G54160,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501750673|PMID:22933713  ,TAIR,2012-10-08,2
140,NF-YA5,1,R,20217336,20219452,False,AT1G54160,locus:2014375,AT1G54160,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501750673|PMID:22933713  ,TAIR,2012-10-08,2
141,NF-YA5,1,R,20217336,20219452,False,AT1G54160,locus:2014375,AT1G54160,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501750673|PMID:22933713  ,TAIR,2012-10-08,2
142,WRKY10,1,R,20774046,20776294,False,AT1G55600,locus:2020467,AT1G55600,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501718060|PMID:16293693  ,TAIR,2005-12-22,2
143,WRKY10,1,R,20774046,20776294,False,AT1G55600,locus:2020467,AT1G55600,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501718060|PMID:16293693  ,TAIR,2005-12-22,2
144,WRKY10,1,R,20774046,20776294,False,AT1G55600,locus:2020467,AT1G55600,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501718060|PMID:16293693  ,TAIR,2005-12-22,2
145,KNAT7,1,F,23337365,23340688,False,AT1G62990,locus:2015554,AT1G62990,acts upstream of or within,seed growth,GO:0080112,32018,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501789987|PMID:32519347  ,joanrenard,2020-07-13,2
146,KNAT7,1,F,23337365,23340688,False,AT1G62990,locus:2015554,AT1G62990,acts upstream of or within,seed growth,GO:0080112,32018,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501789987|PMID:32519347  ,joanrenard,2020-07-13,2
147,KNAT7,1,F,23337365,23340688,False,AT1G62990,locus:2015554,AT1G62990,acts upstream of or within,seed growth,GO:0080112,32018,P,growth,IMP,analysis of visible trait,NONE,Publication:501789987|PMID:32519347  ,joanrenard,2020-07-13,2
148,KNAT7,1,F,23337365,23340688,False,AT1G62990,locus:2015554,AT1G62990,acts upstream of or within,seed growth,GO:0080112,32018,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501789987|PMID:32519347  ,joanrenard,2020-07-13,2
149,JMJ17,1,R,23544656,23552030,False,AT1G63490,locus:2031290,AT1G63490,acts upstream of or within,plant organ development,GO:0099402,51097,P,anatomical structure development,IMP,none,,Publication:501784925|PMID:31038749  ,,2024-04-19,1
150,JMJ17,1,R,23544656,23552030,False,AT1G63490,locus:2031290,AT1G63490,acts upstream of or within,plant organ development,GO:0099402,51097,P,multicellular organism development,IMP,none,,Publication:501784925|PMID:31038749  ,,2024-04-19,1
151,SPO11-2,1,R,23742842,23745374,False,AT1G63990,locus:2024598,AT1G63990,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501720197|PMID:17018031  ,TAIR,2006-11-16,2
152,SPO11-2,1,R,23742842,23745374,False,AT1G63990,locus:2024598,AT1G63990,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501720197|PMID:17018031  ,TAIR,2006-11-16,2
153,SPO11-2,1,R,23742842,23745374,False,AT1G63990,locus:2024598,AT1G63990,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501720197|PMID:17018031  ,TAIR,2006-11-16,2
154,LHL3,1,F,24016643,24019271,False,AT1G64625,locus:1005716759,AT1G64625,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501766233|PMID:26382719  ,dukowics,2015-09-24,2
155,LHL3,1,F,24016643,24019271,False,AT1G64625,locus:1005716759,AT1G64625,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,analysis of visible trait,NONE,Publication:501766233|PMID:26382719  ,dukowics,2015-09-24,2
156,LHL3,1,F,24016643,24019271,False,AT1G64625,locus:1005716759,AT1G64625,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501766233|PMID:26382719  ,dukowics,2015-09-24,2
157,LIG6,1,F,24884681,24892046,False,AT1G66730,locus:2033374,AT1G66730,involved in,seed development,GO:0048316,18540,P,multicellular organism development,IMP,none,,Publication:501738088|PMID:20584150  ,,2021-03-31,2
158,LIG6,1,F,24884681,24892046,False,AT1G66730,locus:2033374,AT1G66730,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IMP,none,,Publication:501738088|PMID:20584150  ,,2021-03-31,2
159,LIG6,1,F,24884681,24892046,False,AT1G66730,locus:2033374,AT1G66730,involved in,seed development,GO:0048316,18540,P,post-embryonic development,IMP,none,,Publication:501738088|PMID:20584150  ,,2021-03-31,2
160,TSM1,1,F,25489455,25490867,False,AT1G67990,locus:2200256,AT1G67990,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,RNAi experiments,NONE,Publication:501725126|PMID:18557837  ,TAIR,2008-08-12,2
161,TSM1,1,F,25489455,25490867,False,AT1G67990,locus:2200256,AT1G67990,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,RNAi experiments,NONE,Publication:501725126|PMID:18557837  ,TAIR,2008-08-12,2
162,TSM1,1,F,25489455,25490867,False,AT1G67990,locus:2200256,AT1G67990,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,RNAi experiments,NONE,Publication:501725126|PMID:18557837  ,TAIR,2008-08-12,2
163,MGP3,1,R,25934997,25940966,False,AT1G68990,locus:2205445,AT1G68990,acts upstream of or within,plant ovule development,GO:0048481,19033,P,flower development,IMP,analysis of visible trait,NONE,Publication:501736421|PMID:20231244  ,TAIR,2010-04-14,1
164,MGP3,1,R,25934997,25940966,False,AT1G68990,locus:2205445,AT1G68990,acts upstream of or within,plant ovule development,GO:0048481,19033,P,anatomical structure development,IMP,analysis of visible trait,NONE,Publication:501736421|PMID:20231244  ,TAIR,2010-04-14,1
165,MGP3,1,R,25934997,25940966,False,AT1G68990,locus:2205445,AT1G68990,acts upstream of or within,plant ovule development,GO:0048481,19033,P,multicellular organism development,IMP,analysis of visible trait,NONE,Publication:501736421|PMID:20231244  ,TAIR,2010-04-14,1
166,CUL3B,1,R,26202031,26204442,False,AT1G69670,locus:2205020,AT1G69670,acts upstream of or within,endosperm development,GO:0009960,13684,P,anatomical structure development,IGI,double mutant analysis,NONE,Publication:501717365|PMID:16045478  ,TAIR,2006-05-08,2
167,CUL3B,1,R,26202031,26204442,False,AT1G69670,locus:2205020,AT1G69670,acts upstream of or within,endosperm development,GO:0009960,13684,P,multicellular organism development,IGI,double mutant analysis,NONE,Publication:501717365|PMID:16045478  ,TAIR,2006-05-08,2
168,CUL3B,1,R,26202031,26204442,False,AT1G69670,locus:2205020,AT1G69670,acts upstream of or within,endosperm development,GO:0009960,13684,P,post-embryonic development,IGI,double mutant analysis,NONE,Publication:501717365|PMID:16045478  ,TAIR,2006-05-08,2
169,SERK1,1,F,27018158,27022117,False,AT1G71830,locus:2013021,AT1G71830,involved in,plant ovule development,GO:0048481,19033,P,multicellular organism development,IGI,triple mutant analysis,"AGI_LocusCode:AT1G71830,AGI_LocusCode:AT1G34210,AGI_LocusCode: AT4G33430",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
170,SERK1,1,F,27018158,27022117,False,AT1G71830,locus:2013021,AT1G71830,involved in,plant ovule development,GO:0048481,19033,P,flower development,IGI,triple mutant analysis,"AGI_LocusCode:AT1G71830,AGI_LocusCode:AT1G34210,AGI_LocusCode: AT4G33430",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
171,SERK1,1,F,27018158,27022117,False,AT1G71830,locus:2013021,AT1G71830,involved in,plant ovule development,GO:0048481,19033,P,anatomical structure development,IGI,triple mutant analysis,"AGI_LocusCode:AT1G71830,AGI_LocusCode:AT1G34210,AGI_LocusCode: AT4G33430",Publication:501802674|PMID:36564978  ,TAIR,2023-06-28,1
172,SUC5,1,F,27058439,27060785,False,AT1G71890,locus:2016074,AT1G71890,acts upstream of or within,seed development,GO:0048316,18540,P,post-embryonic development,IMP,biochemical/chemical analysis,NONE,Publication:501717520|PMID:16146522  ,TAIR,2005-10-20,2
173,SUC5,1,F,27058439,27060785,False,AT1G71890,locus:2016074,AT1G71890,acts upstream of or within,seed development,GO:0048316,18540,P,multicellular organism development,IMP,biochemical/chemical analysis,NONE,Publication:501717520|PMID:16146522  ,TAIR,2005-10-20,2
174,SUC5,1,F,27058439,27060785,False,AT1G71890,locus:2016074,AT1G71890,involved in,seed development,GO:0048316,18540,P,anatomical structure development,IMP,none,,Publication:501751599|PMID:23031218  ,,2021-03-31,2
175,SUC5,1,F,27058439,27060785,False,AT1G71890,locus:2016074,AT1G71890,acts upstream of or within,seed development,GO:0048316,18540,P,anatomical structure development,IMP,biochemical/chemical analysis,NONE,Publication:501717520|PMID:16146522  ,TAIR,2005-10-20,2
