locus,gene_name,chr,orientation,start,end,goi
AT1G05770,AT1G05770,1,R,1725388,1726283,False
AT1G05780,AT1G05780,1,F,1726608,1728404,False
AT1G05785,AT1G05785,1,F,1730249,1732626,False
AT1G05790,AT1G05790,1,F,1732871,1737489,False
AT1G05800,DGL,1,F,1741204,1742619,False
AT1G05805,AKS2,1,F,1744773,1747693,False
AT1G05810,AT1G05810,1,F,1748314,1749460,False
AT1G05820,SPPL5,1,F,1749682,1753990,False
AT1G05830,ATX2,1,F,1754244,1761817,False
AT1G05835,AT1G05835,1,F,1762224,1762814,False
AT1G05840,AT1G05840,1,R,1762734,1766281,False
AT1G05850,POM1,1,R,1766503,1768695,False
AT1G05860,AT1G05860,1,F,1769014,1771115,False
AT1G05870,AT1G05870,1,R,1771457,1773293,False
AT1G05880,ARI12,1,F,1775643,1778553,False
AT1G05890,ARI5,1,F,1779256,1784529,False
AT1G05894,AT1G05894,1,F,1784803,1786292,False
AT1G05900,NTH2,1,F,1786856,1789676,False
AT1G05910,BRAT1,1,F,1790224,1796647,False
AT1G05920,AT1G05920,1,F,1796778,1798254,False
AT1G05925,AT1G05925,1,R,1798901,1799062,False
AT1G05930,AT1G05930,1,F,1799418,1800933,False
AT1G05940,CAT9,1,R,1801162,1803984,False
AT1G05950,AT1G05950,1,R,1804401,1807471,False
AT1G05960,EFOP3,1,R,1807973,1815474,False
AT1G05970,AIPP1,1,R,1816056,1817282,False
AT1G05980,AT1G05980,1,F,1817400,1817471,False
AT1G05990,RHS2,1,F,1818447,1819040,False
AT1G06000,UGT89C1,1,R,1820308,1821894,False
AT1G06002,AT1G06002,1,F,1820977,1821918,False
AT1G06010,AT1G06010,1,F,1822618,1823997,False
AT1G06020,FRK5,1,F,1824548,1826101,False
AT1G06030,FRK6,1,F,1826880,1828161,False
AT1G06040,STO,1,R,1828413,1829890,False
AT1G06050,AT1G06050,1,R,1830605,1832555,False
AT1G06060,AT1G06060,1,F,1832943,1834861,False
AT1G06070,bZIP69,1,R,1834829,1837648,False
AT1G06080,ADS1,1,F,1843568,1846302,False
AT1G06090,ADS1.2,1,F,1847883,1849693,False
AT1G06100,ADS1.3,1,F,1851530,1853019,False
AT1G06110,SKIP16,1,R,1853077,1855031,False
AT1G06120,ADS1.4,1,F,1855943,1857718,False
AT1G06130,GLX2-4,1,R,1857767,1860730,False
AT1G06135,CTNIP1,1,F,1862197,1862742,False
AT1G06137,CTNIP2,1,R,1863544,1863750,False
AT1G06140,MEF3,1,F,1864796,1866472,False
AT1G06148,AT1G06148,1,R,1874885,1877528,False
AT1G06149,AT1G06149,1,R,1868989,1873718,False
AT1G06150,EMB1444,1,R,1867015,1873718,False
AT1G06160,ORA59,1,F,1883004,1883934,False
AT1G06170,bHLH089,1,R,1884981,1886897,False
AT1G06180,MYB13,1,F,1889408,1891158,False
AT1G06190,AT1G06190,1,R,1892273,1894148,False
AT1G06200,AT1G06200,1,R,1894336,1896935,False
AT1G06210,TOL2,1,F,1897203,1899208,False
AT1G06220,MEE5,1,F,1899964,1904873,False
AT1G06225,CLE3,1,F,1905975,1906226,False
AT1G06230,GTE4,1,F,1906963,1910848,False
AT1G06240,AT1G06240,1,F,1911122,1913205,False
AT1G06250,AT1G06250,1,R,1913256,1914895,False
AT1G06260,AT1G06260,1,F,1916430,1917585,False
AT1G06265,AT1G06265,1,R,1914943,1917661,False
AT1G06270,AT1G06270,1,R,1918088,1919760,False
AT1G06280,LBD2,1,R,1920307,1920949,False
AT1G06290,ACX3,1,F,1922352,1926278,False
AT1G06310,ACX6,1,F,1926791,1930258,False
AT1G06320,AT1G06320,1,F,1930523,1931449,False
AT1G06330,AtHMP02,1,R,1931671,1932266,False
AT1G06340,AT1G06340,1,R,1933284,1934014,False
AT1G06350,ADS4,1,R,1935293,1936819,False
AT1G06360,ADS4.2,1,R,1938963,1940459,False
AT1G06370,AT1G06370,1,R,1942843,1944934,False
AT1G06380,AT1G06380,1,F,1945124,1946076,False
AT1G06390,GSK1,1,F,1946788,1950860,False
AT1G06400,ARA-2,1,R,1950844,1952785,False
AT1G06410,TPS7,1,F,1954850,1958756,False
AT1G06420,AT1G06420,1,F,1958923,1959947,False
AT1G06430,FTSH8,1,R,1960058,1963011,False
AT1G06440,AT1G06440,1,R,1963380,1965051,False
AT1G06450,CAF1g,1,F,1965840,1967219,False
AT1G06460,ACD32.1,1,R,1967087,1969561,False
AT1G06470,AT1G06470,1,F,1969729,1973767,False
AT1G06475,AT1G06475,1,R,1973834,1974386,False
AT1G06480,AT1G06480,1,F,1978084,1978157,False
AT1G06490,CalS7,1,F,1978762,1989409,False
AT1G06500,AT1G06500,1,F,1989479,1990730,False
AT1G06510,AT1G06510,1,F,1992333,1993840,False
AT1G06515,ssSPTa,1,R,1990634,1992228,False
AT1G06520,GPAT1,1,R,1993978,1996112,False
AT1G06530,PMD2,1,F,2001594,2002596,False
AT1G06540,AT1G06540,1,R,2002877,2003393,False
AT1G06550,AT1G06550,1,R,2003627,2007190,False
AT1G06560,NOP2C,1,F,2007615,2012006,False
AT1G06570,PDS1,1,R,2011885,2013545,False
AT1G06580,PPR1,1,R,2014003,2016054,False
AT1G06590,AT1G06590,1,R,2016308,2024662,False
AT1G06610,AT1G06610,1,F,2025356,2025428,False
AT1G06620,AT1G06620,1,F,2025601,2027271,False
AT1G06630,AT1G06630,1,F,2027739,2031388,False
AT1G06640,AT1G06640,1,F,2032338,2034018,False
AT1G06645,AT1G06645,1,F,2034156,2035626,False
AT1G06650,AT1G06650,1,F,2035839,2037366,False
AT1G06660,JASON,1,R,2037311,2040246,False
AT1G06670,NIH,1,F,2040433,2047612,False
AT1G06680,PSBP-1,1,F,2047825,2049418,False
AT1G06690,AT1G06690,1,R,2049602,2052154,False
AT1G06700,CARK7,1,R,2052481,2055548,False
AT1G06710,MTSF1,1,R,2056575,2060242,False
AT1G06720,AT1G06720,1,R,2060444,2067323,False
AT1G06730,AT1G06730,1,F,2067529,2070446,False
AT1G06740,MUG3,1,F,2070737,2073535,False
AT1G06750,AT1G06750,1,F,2072979,2076505,False
AT1G06760,H1.1,1,R,2076504,2077698,False
AT1G06770,DRIP1,1,R,2078911,2081939,False
AT1G06780,GAUT6,1,F,2083311,2087131,False
AT1G06790,NRPC7,1,F,2087232,2089786,False
AT1G06800,PLA-I{gamma}1,1,R,2089417,2091686,False
AT1G06810,AT1G06810,1,R,2091738,2092528,False
AT1G06820,CRTISO,1,R,2092946,2096232,False
AT1G06830,CEPD1,1,F,2097151,2097655,False
AT1G06840,HAK1,1,R,2097747,2103479,False
AT1G06850,bZIP52,1,F,2105048,2106749,False
AT1G06860,AT1G06860,1,R,2107398,2107468,False
AT1G06870,Plsp2A,1,F,2108593,2110986,False
AT1G06880,AT1G06880,1,R,2111148,2111218,False
AT1G06890,UXT3,1,R,2111363,2114601,False
AT1G06900,AT1G06900,1,R,2114927,2120745,False
AT1G06910,TRFL7,1,F,2120991,2123748,False
AT1G06920,OFP4,1,R,2124854,2125801,False
AT1G06923,AT1G06923,1,F,2126749,2128060,False
AT1G06925,AT1G06925,1,R,2127704,2128611,False
AT1G06930,AT1G06930,1,F,2128843,2129883,False
AT1G06950,TIC110,1,R,2130142,2135665,False
AT1G06960,U2BL,1,F,2135851,2137732,False
AT1G06970,CHX14,1,F,2138109,2140818,False
AT1G06980,AT1G06980,1,R,2143031,2143821,False
AT1G06990,AT1G06990,1,F,2148387,2150152,False
AT1G07000,EXO70B2,1,R,2150194,2152325,False
AT1G07010,SLP1,1,F,2152852,2155269,False
AT1G07020,AT1G07020,1,R,2155213,2156008,False
AT1G07025,AT1G07025,1,R,2157658,2158158,False
AT1G07030,MIT2,1,R,2158420,2160809,False
AT1G07040,AT1G07040,1,R,2160938,2163308,False
AT1G07050,FITNESS,1,R,2164188,2165239,False
AT1G07051,MIR847A,1,F,2165517,2165746,False
AT1G07060,AT1G07060,1,R,2167107,2168397,False
AT1G07070,AT1G07070,1,F,2168564,2169851,False
AT1G07080,AT1G07080,1,F,2169982,2172194,False
AT1G07090,LSH6,1,R,2173952,2174894,False
AT1G07100,AT1G07100,1,F,2177885,2177958,False
AT1G07110,F2KP,1,R,2178104,2184148,False
AT1G07119,AT1G07119,1,F,2184347,2186539,False
AT1G07120,IPGAL1,1,R,2184759,2186580,False
AT1G07128,AT1G07128,1,R,2187621,2188417,False
AT1G07130,STN1,1,F,2187776,2188733,False
AT1G07135,AT1G07135,1,R,2189928,2190659,False
AT1G07140,SIRANBP,1,R,2191723,2193793,False
AT1G07150,MAPKKK13,1,R,2193941,2195798,False
AT1G07160,AT1G07160,1,R,2197908,2199748,False
AT1G07170,AT1G07170,1,F,2200123,2201265,False
AT1G07175,AT1G07175,1,F,2202330,2202774,False
AT1G07180,NDA1,1,F,2204320,2206934,False
AT1G07190,AT1G07190,1,F,2208013,2208177,False
AT1G07200,SMXL6,1,R,2208719,2212546,False
AT1G07210,AT1G07210,1,F,2215223,2216982,False
AT1G07220,AT1G07220,1,R,2216925,2219474,False
AT1G07230,NPC1,1,R,2220253,2222982,False
AT1G07240,UGT71C5,1,F,2223691,2225452,False
AT1G07250,UGT71C4,1,F,2225900,2227566,False
AT1G07260,UGT71C3,1,R,2227594,2229319,False
AT1G07270,CDC6b,1,R,2229757,2232897,False
AT1G07280,AT1G07280,1,F,2238087,2241217,False
AT1G07290,GONST2,1,R,2242256,2244428,False
AT1G07300,AT1G07300,1,R,2245758,2246492,False
AT1G07310,AT1G07310,1,R,2247509,2248961,False
AT1G07320,RPL4,1,F,2249133,2250529,False
AT1G07330,AT1G07330,1,F,2251131,2253585,False
AT1G07340,STP2,1,F,2254822,2256850,False
AT1G07350,SR45a,1,R,2257425,2260101,False
AT1G07360,MAC5A,1,R,2260389,2262865,False
AT1G07370,PCNA1,1,F,2263140,2264551,False
AT1G07380,AT1G07380,1,R,2264829,2268306,False
AT1G07390,RLP1,1,F,2269893,2274820,False
AT1G07400,HSP17.8,1,F,2274943,2275758,False
AT1G07410,RABA2b,1,F,2276053,2277154,False
AT1G07420,SMO2-1,1,F,2277807,2280297,False
AT1G07430,HAI2,1,R,2280835,2282828,False
AT1G07440,AT1G07440,1,R,2286149,2287730,False
AT1G07450,AT1G07450,1,R,2287926,2289336,False
AT1G07460,AT1G07460,1,F,2290201,2290977,False
AT1G07470,AT1G07470,1,F,2291457,2294588,False
AT1G07473,AT1G07473,1,R,2294566,2295489,False
AT1G07476,AT1G07476,1,F,2295751,2296497,False
AT1G07480,AT1G07480,1,R,2296023,2299470,False
AT1G07485,AT1G07485,1,F,2301375,2302121,False
AT1G07490,RTFL3,1,R,2301380,2302021,False
AT1G07500,SMR5,1,R,2304766,2305031,False
AT1G07510,FTSH10,1,F,2305378,2309544,False
AT1G07520,AT1G07520,1,R,2309564,2311805,False
AT1G07530,SCL14,1,R,2313582,2316469,False
AT1G07540,TRFL2,1,R,2318433,2321048,False
AT1G07550,AT1G07550,1,R,2322653,2326561,False
AT1G07560,AT1G07560,1,F,2327320,2331096,False
AT1G07570,APK1A,1,R,2331170,2333738,False
AT1G07580,AT1G07580,1,F,2334822,2334894,False
AT1G07590,AT1G07590,1,R,2336523,2339391,False
AT1G07600,MT1A,1,R,2338904,2339321,False
AT1G07610,MT1C,1,F,2341542,2342123,False
AT1G07615,Obg A-1,1,R,2342198,2344271,False
AT1G07620,AT1G07620,1,R,2344390,2346842,False
AT1G07630,PLL5,1,F,2349097,2351692,False
AT1G07640,OBP2,1,R,2354354,2356227,False
AT1G07645,DSI-1VOC,1,R,2367437,2368385,False
AT1G07650,LMK1,1,R,2359549,2366561,False
AT1G07660,AT1G07660,1,F,2368837,2369734,False
AT1G07670,ECA4,1,R,2370052,2374545,False
AT1G07680,AT1G07680,1,F,2376012,2377186,False
AT1G07690,AT1G07690,1,F,2378076,2379000,False
AT1G07700,AT1G07700,1,F,2379647,2381362,False
AT1G07702,AT1G07702,1,R,2382251,2382331,False
AT1G07705,NOT2a,1,F,2381615,2386092,False
AT1G07710,AT1G07710,1,R,2386275,2387986,False
AT1G07720,AT1G07720,1,R,2390655,2392453,False
AT1G07725,EXO70H6,1,R,2394801,2397272,False
AT1G07728,AT1G07728,1,F,2395451,2397345,False
AT1G07740,AT1G07740,1,R,2397442,2400508,False
AT1G07745,RAD51D,1,R,2400589,2402873,False
AT1G07747,AT1G07747,1,F,2403558,2403845,False
AT1G07750,AT1G07750,1,R,2404037,2405943,False
AT1G07760,AT1G07760,1,R,2406834,2406905,False
AT1G07770,RPS15A,1,R,2408203,2409580,False
AT1G07780,PAI1,1,R,2410056,2412677,False
AT1G07790,HTB1,1,F,2412980,2413708,False
AT1G07795,AT1G07795,1,F,2414286,2414967,False
AT1G07800,AT1G07800,1,F,2415041,2415970,False
AT1G07810,ECA1,1,F,2416265,2420757,False
AT1G07820,AT1G07820,1,R,2421216,2421947,False
AT1G07830,AT1G07830,1,F,2422241,2423655,False
AT1G07840,AT1G07840,1,F,2424054,2426676,False
AT1G07850,AT1G07850,1,F,2426745,2428719,False
AT1G07860,AT1G07860,1,R,2428911,2429431,False
AT1G07870,AT1G07870,1,R,2428773,2432057,False
AT1G07880,ATMPK13,1,R,2434030,2435763,False
AT1G07885,AT1G07885,1,R,2436467,2436959,False
AT1G07890,APX1,1,F,2437330,2439665,False
AT1G07900,LBD1,1,F,2442622,2443632,False
AT1G07901,AT1G07901,1,R,2443971,2444123,False
AT1G07910,RNL,1,F,2445470,2454645,False
AT1G07920,ELONGATION FACTOR-TU FAMILY,1,F,2454846,2457321,False
AT1G07930,AT1G07930,1,F,2458244,2460790,False
AT1G07940,EF1a,1,R,2462953,2465504,False
AT1G07950,AT1G07950,1,R,2465770,2467022,False
AT1G07960,PDIL5-1,1,F,2467161,2469154,False
AT1G07970,PNET1,1,R,2469286,2472628,False
AT1G07980,NF-YC10,1,R,2473165,2474927,False
AT1G07985,LIPA,1,F,2475405,2476155,False
AT1G07990,AT1G07990,1,F,2477157,2483138,False
AT1G08000,GATA10,1,R,2483240,2485109,False
AT1G08005,AT1G08005,1,F,2485344,2485511,False
AT1G08010,GATA11,1,R,2485906,2488027,False
AT1G08030,TPST,1,R,2489501,2493250,False
AT1G08032,AT1G08032,1,F,2494123,2494315,False
AT1G08035,AT1G08035,1,F,2494402,2495149,False
AT1G08040,AT1G08040,1,R,2495342,2498764,False
AT1G08050,AT1G08050,1,R,2498836,2501427,False
AT1G08060,AT1G08060,1,R,2501742,2511084,False
AT1G08065,ACA5,1,R,2511647,2513454,False
AT1G08070,OTP82,1,R,2514192,2516605,False
AT1G08080,ACA7,1,R,2516991,2518546,False
AT1G08090,NRT2:1,1,F,2524076,2526164,False
AT1G08100,NRT2.2,1,R,2527170,2529120,False
AT1G08105,AT1G08105,1,R,2531695,2534786,False
AT1G08110,AtGLYI2,1,F,2535328,2537931,False
AT1G08115,U1-5,1,R,2538076,2538237,False
AT1G08120,AT1G08120,1,F,2538615,2539661,False
AT1G08125,AT1G08125,1,R,2539614,2542334,False
AT1G08130,LIG1,1,R,2542702,2547946,False
AT1G08135,CHX6B,1,R,2548819,2551473,False
AT1G08140,CHX6A,1,R,2552036,2555161,False
AT1G08150,ATCHX5,1,R,2556343,2559074,False
AT1G08160,AT1G08160,1,R,2559487,2560403,False
AT1G08165,AT1G08165,1,R,2561627,2562148,False
AT1G08170,HTB8,1,R,2562941,2563672,False
AT1G08180,SMR2,1,R,2564572,2565121,False
AT1G08190,VPS41,1,F,2567475,2573393,False
AT1G08200,AXS2,1,R,2573848,2576714,False
AT1G08210,AT1G08210,1,R,2577020,2580669,False
AT1G08220,AT1G08220,1,R,2581022,2583323,False
AT1G08230,AT1G08230,1,R,2583654,2586744,False
AT1G08240,AT1G08240,1,F,2588525,2588596,False
AT1G08250,ADT6,1,R,2588857,2590301,False
AT1G08260,TIL1,1,F,2590944,2606892,False
AT1G08270,AT1G08270,1,R,2606269,2607507,False
AT1G08280,GALT29A,1,F,2608408,2609853,False
AT1G08290,WIP3,1,R,2609996,2613242,False
AT1G08300,NVL,1,F,2614774,2618823,False
AT1G08310,AT1G08310,1,F,2618647,2620452,False
AT1G08315,AT1G08315,1,R,2620335,2621545,False
AT1G08320,TGA9,1,R,2621904,2627848,False
AT1G08340,AT1G08340,1,F,2631068,2632871,False
AT1G08350,AT1G08350,1,R,2632810,2635852,False
AT1G08360,AT1G08360,1,F,2636011,2637915,False
AT1G08370,DCP1,1,F,2638181,2640554,False
AT1G08380,PSAO,1,R,2640813,2641828,False
AT1G08390,RMI2,1,F,2642214,2643285,False
AT1G08400,AT1G08400,1,R,2643330,2646035,False
AT1G08410,LSG1-2,1,F,2646189,2649379,False
AT1G08420,BSL2,1,F,2649537,2657120,False
AT1G08430,ALMT1,1,F,2658716,2661029,False
AT1G08440,AT1G08440,1,F,2663027,2665343,False
AT1G08450,CRT3,1,R,2667798,2671892,False
AT1G08460,HDA08,1,F,2672451,2674628,False
AT1G08465,YAB2,1,F,2675813,2679781,False
AT1G08470,SSL3,1,R,2682127,2684100,False
AT1G08480,SDH6,1,F,2684234,2685621,False
AT1G08490,CPNIFS,1,R,2685659,2688595,False
AT1G08500,ENODL18,1,F,2689016,2690045,False
AT1G08510,FATB,1,R,2691080,2694377,False
AT1G08520,ALB1,1,F,2696412,2700959,False
AT1G08530,AT1G08530,1,F,2701226,2703091,False
AT1G08540,SIG2,1,F,2703336,2706845,False
AT1G08550,NPQ1,1,F,2706924,2709531,False
AT1G08560,SYP111,1,R,2709632,2710912,False
AT1G08570,ACHT4,1,F,2712883,2714734,False
AT1G08580,AT1G08580,1,R,2715079,2716404,False
AT1G08590,PXL1,1,F,2718778,2722221,False
AT1G08592,AT1G08592,1,R,2718875,2721676,False
AT1G08600,ATRX,1,F,2723824,2733613,False
AT1G08610,AT1G08610,1,R,2733657,2735819,False
AT1G08620,JMJ16,1,F,2736774,2743758,False
AT1G08630,THA1,1,R,2743761,2747967,False
AT1G08640,CJD1,1,R,2748398,2751278,False
AT1G08650,PPCK1,1,F,2752154,2753703,False
AT1G08660,MGP2,1,R,2757041,2759794,False
AT1G08670,AT1G08670,1,R,2760346,2761573,False
AT1G08680,ZIGA4,1,F,2762584,2768967,False
AT1G08695,SCRL3,1,R,2769056,2769483,False
AT1G08700,PS1,1,R,2769815,2771477,False
AT1G08710,AT1G08710,1,F,2771633,2773460,False
AT1G08720,EDR1,1,F,2774030,2779297,False
AT1G08730,XIC,1,F,2779963,2788447,False
AT1G08735,AT1G08735,1,F,2790290,2793641,False
AT1G08740,AT1G08740,1,R,2795643,2800081,False
AT1G08750,GPI8,1,F,2801067,2804537,False
AT1G08760,CORD2,1,F,2805371,2808621,False
AT1G08770,PRA1.E,1,F,2808883,2809747,False
AT1G08780,AIP3,1,R,2809778,2811191,False
AT1G08790,AT1G08790,1,F,2811989,2812646,False
AT1G08800,MyoB1,1,R,2813061,2818008,False
AT1G08810,MYB60,1,R,2819065,2820395,False
AT1G08820,VAP27-2,1,R,2821552,2825275,False
AT1G08830,CSD1,1,F,2827061,2829315,False
AT1G08840,emb2411,1,R,2829105,2838469,False
AT1G08845,HES,1,F,2838789,2840994,False
AT1G08860,BON3,1,F,2842153,2846138,False
AT1G08870,AT1G08870,1,R,2846536,2846608,False
AT1G08880,H2AXA,1,R,2846949,2847800,False
AT1G08890,ESL3.05,1,F,2848348,2852270,False
AT1G08900,AT1G08900,1,F,2852454,2855779,False
AT1G08910,PIAL1,1,F,2856227,2861170,False
AT1G08920,ESL1,1,F,2867259,2870656,False
AT1G08930,ERD6,1,F,2873465,2877270,False
AT1G08940,AT1G08940,1,F,2877692,2879169,False
AT1G08950,AT1G08950,1,F,2879303,2879374,False
AT1G08960,CAX11,1,F,2879642,2882231,False
AT1G08970,NF-YC9,1,F,2882524,2884337,False
AT1G08980,AMI1,1,F,2884411,2886620,False
AT1G08985,AT1G08985,1,F,2887285,2887706,False
AT1G08990,PGSIP5,1,F,2888753,2890959,False
AT1G09000,NP1,1,F,2891037,2895182,False
AT1G09010,AT1G09010,1,R,2895166,2899384,False
AT1G09020,SNF4,1,R,2899914,2904815,False
AT1G09026,AT1G09026,1,F,2907124,2907279,False
AT1G09030,NF-YB4,1,R,2908611,2909030,False
AT1G09040,SANT2,1,F,2911317,2915369,False
AT1G09050,SANT1,1,F,2918031,2920889,False
AT1G09060,JMJ24,1,R,2921064,2925762,False
AT1G09070,SRC2,1,F,2927703,2928968,False
AT1G09080,BIP3,1,R,2929217,2931841,False
AT1G09090,RBOHB,1,F,2932739,2936586,False
AT1G09100,RPT5B,1,R,2936528,2939326,False
AT1G09110,AT1G09110,1,F,2939417,2939488,False
AT1G09130,CLPR3,1,R,2939570,2942288,False
AT1G09140,SR30,1,R,2942564,2945961,False
AT1G09150,AT1G09150,1,F,2946229,2949159,False
AT1G09155,PP2-B15,1,R,2949676,2950989,False
AT1G09157,DMP8,1,R,2951665,2952396,False
AT1G09160,AT1G09160,1,R,2952771,2955689,False
AT1G09170,AT1G09170,1,R,2956589,2962207,False
AT1G09176,AT1G09176,1,F,2964152,2964604,False
AT1G09180,SARA1A,1,F,2965023,2965972,False
AT1G09190,AT1G09190,1,R,2966120,2967718,False
AT1G09195,AT1G09195,1,R,2967940,2971498,False
AT1G09200,H3.1,1,R,2971593,2972199,False
AT1G09210,CRT1b,1,R,2972842,2976750,False
AT1G09220,AT1G09220,1,R,2977792,2979466,False
AT1G09230,U11/U12-65K,1,R,2979520,2982624,False
AT1G09240,NAS3,1,F,2984881,2986130,False
AT1G09245,AT1G09245,1,R,2986939,2987393,False
AT1G09250,AIF4,1,F,2989378,2990357,False
AT1G09260,AT1G09260,1,F,2993404,2993820,False
AT1G09270,IMPA-4,1,F,2994369,2998222,False
AT1G09280,AT1G09280,1,R,2998100,3001315,False
AT1G09290,AT1G09290,1,R,3001517,3003762,False
AT1G09300,AtICP55,1,F,3003495,3008213,False
AT1G09310,SVB2,1,F,3009055,3009880,False
AT1G09320,AGDP1,1,R,3009941,3012363,False
AT1G09330,ECH,1,R,3012762,3015091,False
AT1G09340,AT1G09340,1,F,3015328,3018234,False
AT1G09350,GolS3,1,F,3019819,3021441,False
AT1G09360,AT1G09360,1,F,3021802,3022368,False
AT1G09370,AT1G09370,1,F,3024896,3025435,False
AT1G09380,UMAMIT25,1,R,3026135,3029549,False
AT1G09390,AT1G09390,1,F,3031203,3033582,False
AT1G09400,AT1G09400,1,R,3033512,3035036,False
AT1G09410,AT1G09410,1,F,3035443,3037560,False
AT1G09415,NIMIN-3,1,R,3037754,3038408,False
AT1G09420,G6PD4,1,R,3038462,3041873,False
AT1G09421,AT1G09421,1,F,3038631,3039326,False
AT1G09430,ACLA-3,1,F,3041996,3045402,False
AT1G09440,AT1G09440,1,R,3045513,3047893,False
AT1G09450,Haspin,1,F,3049024,3053112,False
AT1G09460,AT1G09460,1,F,3053901,3055360,False
AT1G09470,AtNEAP3,1,R,3055231,3057443,False
AT1G09480,AT1G09480,1,F,3057975,3060661,False
AT1G09483,AtNEAP4,1,R,3060992,3061729,False
AT1G09486,AT1G09486,1,R,3062430,3063731,False
AT1G09490,AT1G09490,1,F,3064124,3065937,False
AT1G09500,AT1G09500,1,F,3066699,3068598,False
AT1G09510,AT1G09510,1,F,3069385,3070910,False
AT1G09520,AT1G09520,1,R,3070946,3072050,False
AT1G09530,PIF3,1,F,3076582,3079539,False
AT1G09540,MYB61,1,F,3086159,3087912,False
AT1G09550,AtPAE1,1,R,3089733,3092327,False
AT1G09560,GLP5,1,F,3093839,3094864,False
AT1G09570,AT1G09570,1,R,3095256,3100357,False
AT1G09575,MCU1,1,R,3101671,3102925,False
AT1G09580,AT1G09580,1,F,3104588,3106290,False
AT1G09590,AT1G09590,1,F,3106502,3107772,False
AT1G09600,AT1G09600,1,F,3108617,3111318,False
AT1G09610,GXM1,1,F,3111694,3112873,False
AT1G09620,AT1G09620,1,R,3112778,3116699,False
AT1G09625,AT1G09625,1,R,3117137,3117567,False
AT1G09630,RAB11c,1,R,3118203,3119708,False
AT1G09640,AT1G09640,1,F,3119878,3122526,False
AT1G09645,AT1G09645,1,F,3122956,3124578,False
AT1G09650,AT1G09650,1,F,3125807,3127284,False
AT1G09660,AtKH1,1,R,3127771,3131094,False
AT1G09665,AT1G09665,1,F,3133095,3133674,False
AT1G09680,AT1G09680,1,R,3134107,3135930,False
AT1G09690,AT1G09690,1,R,3136188,3137475,False
AT1G09700,HYL1,1,R,3137767,3140353,False
AT1G09710,DP1,1,F,3140868,3144370,False
AT1G09720,NET2B,1,R,3144438,3147303,False
AT1G09730,ASP1,1,R,3147667,3154380,False
AT1G09740,AT1G09740,1,F,3154532,3156275,False
AT1G09750,AT1G09750,1,F,3157501,3159148,False
AT1G09760,U2A',1,R,3159125,3161692,False
AT1G09770,CDC5,1,F,3161841,3165360,False
AT1G09780,iPGAM1,1,R,3165370,3167869,False
AT1G09790,COBL6,1,R,3168482,3170819,False
AT1G09794,AT1G09794,1,F,3172108,3173463,False
AT1G09795,ATP-PRT2,1,F,3173534,3176910,False
AT1G09800,TRUA6,1,R,3176883,3180421,False
AT1G09810,ECT11,1,R,3180936,3184224,False
AT1G09812,AT1G09812,1,F,3187817,3188580,False
AT1G09815,POLD4,1,F,3189369,3190242,False
AT1G09820,AT1G09820,1,R,3190288,3192414,False
AT1G09830,PUR2,1,R,3192681,3195025,False
AT1G09840,SK41,1,R,3195824,3200291,False
AT1G09850,XBCP3,1,F,3201799,3204150,False
AT1G09860,PUP16,1,R,3204016,3205309,False
AT1G09870,AT1G09870,1,F,3205741,3208598,False
AT1G09880,AT1G09880,1,R,3208828,3211653,False
AT1G09890,AT1G09890,1,R,3214237,3217538,False
AT1G09900,AT1G09900,1,F,3218133,3219929,False
AT1G09910,AT1G09910,1,R,3220035,3224541,False
AT1G09920,AT1G09920,1,R,3224684,3227070,False
AT1G09930,OPT2,1,R,3227490,3230043,False
AT1G09932,AT1G09932,1,R,3230450,3233109,False
AT1G09935,AT1G09935,1,R,3234060,3235530,False
AT1G09940,HEMA2,1,R,3236995,3239554,False
AT1G09950,RAS1,1,R,3240606,3241632,False
AT1G09960,SUT4,1,F,3244213,3247200,False
AT1G09970,LRR XI-23,1,F,3252240,3255693,False
AT1G09980,AT1G09980,1,R,3256245,3261614,False
AT1G09995,AT1G09995,1,R,3262265,3263612,False
AT1G10000,AT1G10000,1,R,3263877,3264788,False
AT1G10010,AT1G10010,1,F,3265976,3268726,False
AT1G10020,AT1G10020,1,R,3269604,3271987,False
AT1G10030,ERG28,1,F,3273825,3275837,False
AT1G10040,AT1G10040,1,R,3275891,3278697,False
AT1G10050,AT1G10050,1,F,3279270,3283482,False
AT1G10060,AT1G10060,1,F,3284239,3287107,False
AT1G10070,BCAT-2,1,F,3288087,3290471,False
AT1G10090,AT1G10090,1,R,3290311,3296198,False
AT1G10095,AT1G10095,1,R,3297324,3300443,False
AT1G10100,AT1G10100,1,R,3300697,3301489,False
AT1G10110,AtFDB1,1,F,3302742,3304092,False
AT1G10120,CIB4,1,R,3304039,3306824,False
AT1G10130,ECA3,1,F,3310930,3322213,False
AT1G10140,AT1G10140,1,R,3322802,3323548,False
AT1G10150,AT1G10150,1,F,3325824,3327614,False
AT1G10155,PP2-A10,1,R,3327637,3328448,False
AT1G10160,AT1G10160,1,F,3328971,3333470,False
